100
0	9	0	37	0	0	0	48	0	9	0	0	0	0	10	0	0	0	0	0	0	0	3	0	0	36	0	14	7	0	0	0	0	0	0	0	0	0	0	0	32	1	38	0	0	29	0	16	28	9	0	0	0	1	0	5	27	44	22	0	40	21	0	0	42	0	0	0	0	45	21	10	0	0	0	0	0	0	0	0	0	12	0	0	0	4	0	0	0	0	0	0	0	0	49	27	38	0	36	0	
9	0	26	0	0	49	0	0	0	4	34	0	0	10	5	0	0	23	0	0	0	8	44	0	28	12	0	4	0	0	0	0	0	0	11	0	0	0	0	0	0	0	10	0	0	0	34	0	0	0	0	0	31	0	0	0	0	0	39	11	9	22	0	0	0	41	0	31	17	13	0	0	0	0	34	0	5	0	0	0	48	0	0	0	0	0	0	0	19	0	0	0	0	37	0	0	37	0	0	30	
0	26	0	29	0	0	0	34	0	0	0	0	0	9	41	10	25	0	0	0	0	15	0	0	0	0	0	0	48	0	0	16	0	0	0	0	40	0	0	0	0	0	17	35	10	5	0	0	39	0	45	32	0	0	0	41	0	0	17	1	29	0	0	0	18	0	0	0	10	29	6	0	2	0	23	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37	0	29	0	22	36	0	0	0	0	0	0	0	41	0	24	29	0	41	0	11	0	0	0	0	19	0	40	37	0	0	0	30	0	0	0	0	45	26	0	0	0	29	0	0	30	0	49	0	0	0	0	0	31	0	0	0	0	0	45	0	0	19	40	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	44	0	0	0	31	0	0	0	0	10	0	0	0	2	0	0	0	17	0	0	0	
0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	3	9	0	38	0	0	0	0	0	33	0	20	0	4	0	0	11	0	0	0	0	22	6	0	0	0	0	0	0	0	48	0	32	14	8	0	0	0	42	0	0	0	34	0	0	0	0	12	0	0	3	0	0	0	20	0	0	45	0	36	0	0	0	0	0	0	0	0	0	14	0	0	0	0	14	0	42	0	0	0	0	0	0	0	25	
0	49	0	36	0	0	0	0	0	5	0	44	0	0	33	0	0	0	0	0	0	19	37	0	0	0	0	48	0	0	0	0	0	0	0	0	0	18	46	0	22	0	0	0	32	0	12	0	0	0	0	0	21	0	0	0	0	25	45	0	30	0	46	20	15	0	0	0	7	42	0	43	0	0	0	30	1	0	14	0	0	0	0	0	0	27	0	0	0	0	46	11	0	0	0	38	31	0	0	0	
0	0	0	0	0	0	0	0	0	15	0	0	0	0	23	0	25	23	0	0	0	34	0	0	0	0	0	0	0	6	0	15	0	0	0	29	3	0	0	0	47	49	0	33	48	0	36	0	0	48	0	0	0	0	0	0	0	0	0	23	49	0	10	0	0	0	0	33	0	28	29	11	0	0	26	0	3	0	0	0	21	3	0	30	36	0	0	0	0	17	21	0	0	49	3	0	0	0	0	0	
48	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	10	0	0	0	4	0	0	0	0	0	0	27	0	32	0	0	0	37	0	0	34	0	0	0	0	45	16	0	0	0	0	0	0	43	41	0	35	0	21	7	16	0	5	21	42	0	0	0	0	22	0	0	0	41	0	34	0	0	0	21	0	10	0	0	0	0	0	49	0	16	12	0	30	0	47	21	
0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	8	35	0	0	17	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	44	0	5	0	0	26	0	0	0	0	41	0	0	0	49	0	34	0	28	0	0	0	0	0	0	0	45	47	0	0	40	0	0	0	0	0	33	0	0	0	35	0	0	0	0	10	37	0	0	
9	4	0	0	0	5	15	0	0	0	0	0	0	0	0	0	46	0	10	0	41	0	0	0	0	0	0	14	0	0	0	0	0	24	0	0	0	13	0	0	0	0	0	0	30	26	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	33	0	22	0	0	0	0	0	0	0	0	0	0	0	38	0	0	33	36	0	2	0	35	0	6	0	0	0	0	0	34	18	0	0	0	0	
