100
0	30	22	33	4	44	46	26	4	4	41	47	1	39	20	2	49	20	28	9	3	34	10	16	38	10	21	3	48	48	43	26	42	8	12	49	47	15	26	44	17	15	22	40	45	42	4	47	35	26	1	41	20	33	41	29	28	43	37	5	21	23	22	38	39	21	43	30	46	6	1	9	30	49	5	46	31	2	41	47	46	9	29	16	40	26	19	18	8	23	3	29	34	10	44	12	31	1	42	13	
30	0	43	12	31	40	1	35	10	48	34	43	38	31	34	43	35	49	10	17	10	9	10	3	35	1	36	28	23	38	31	11	21	2	10	27	10	23	23	47	12	15	24	41	34	32	40	34	19	19	19	27	20	31	19	17	34	31	22	42	19	9	2	10	8	4	9	33	13	11	3	30	17	11	10	21	31	14	33	2	37	36	48	9	47	44	34	34	47	46	8	34	16	45	6	30	15	40	15	39	
22	43	0	10	7	33	10	21	24	47	39	5	29	35	23	26	34	22	2	13	10	7	23	24	37	27	6	43	40	39	1	39	12	13	26	48	13	39	15	16	37	43	21	27	6	49	18	37	42	46	22	6	40	2	34	14	12	26	5	14	15	14	26	5	28	30	20	48	33	46	4	8	32	18	42	18	28	13	43	24	39	3	45	9	13	22	37	16	32	19	10	10	13	43	36	28	8	42	3	12	
33	12	10	0	1	28	22	23	12	48	9	34	9	31	21	8	21	15	38	40	21	16	33	46	21	4	5	43	37	41	11	32	25	27	20	14	40	29	10	18	26	5	32	47	33	10	6	41	36	31	39	15	44	18	40	36	23	13	4	45	47	10	1	33	16	12	16	31	33	7	29	10	26	29	34	46	47	35	8	45	13	21	3	39	25	11	29	2	45	45	48	30	15	4	19	6	3	9	35	40	
4	31	7	1	0	35	2	24	43	44	26	5	20	34	44	28	37	49	21	48	27	43	45	31	45	16	31	33	44	33	29	46	15	25	43	41	17	46	42	18	5	1	37	5	39	8	9	43	24	40	34	30	15	8	36	1	12	25	1	29	17	6	23	44	37	35	43	30	4	22	32	9	43	27	35	44	29	3	1	40	22	16	27	19	37	14	22	6	35	49	6	2	14	43	14	31	34	7	19	12	
44	40	33	28	35	0	27	46	35	4	32	27	24	42	25	34	23	41	21	24	38	35	12	9	47	31	49	31	25	32	49	16	15	20	35	9	15	17	15	40	5	31	10	48	46	43	34	47	31	20	38	29	17	10	5	33	15	47	16	46	39	5	35	10	38	24	1	15	23	41	7	7	20	16	39	43	24	22	44	27	11	31	30	23	35	49	20	10	25	34	40	4	49	20	34	33	48	41	9	48	
46	1	10	22	2	27	0	24	29	10	14	21	38	40	27	49	35	45	5	20	17	31	22	9	20	42	19	11	32	16	46	34	44	46	41	5	3	24	27	27	26	10	49	34	4	37	37	7	8	26	29	43	13	27	23	9	18	19	2	23	40	29	48	26	25	17	14	7	41	21	6	27	12	1	30	34	42	7	6	40	34	40	13	36	11	7	5	22	12	5	45	28	10	28	20	6	13	43	42	34	
26	35	21	23	24	46	24	0	18	14	28	14	16	14	27	28	28	5	16	21	2	11	10	35	34	24	32	30	6	17	7	43	29	11	3	40	25	22	31	12	32	30	10	2	48	13	45	26	41	39	37	9	4	11	15	29	19	31	16	21	38	8	1	34	30	10	24	43	27	19	22	23	47	14	8	36	6	43	17	18	6	33	2	22	31	11	44	7	6	11	4	14	44	9	3	2	49	9	9	11	
4	10	24	12	43	35	29	18	0	2	12	5	30	44	28	26	6	1	13	47	33	33	46	29	20	41	18	29	3	1	7	43	46	13	40	9	47	20	23	15	28	33	10	5	27	40	10	38	9	44	31	6	10	17	33	35	8	26	2	37	25	26	18	29	49	48	19	46	3	48	35	2	24	20	45	10	29	11	43	31	6	49	25	29	23	16	20	19	27	46	3	13	26	6	32	10	43	19	30	41	
4	48	47	48	44	4	10	14	2	0	4	29	45	14	29	29	11	46	47	25	33	10	21	28	22	10	34	8	13	1	49	21	10	9	27	44	36	47	34	13	42	6	30	37	16	8	11	11	48	2	27	27	16	29	34	10	45	41	32	2	21	31	48	45	12	39	48	32	48	5	2	35	38	19	35	6	10	45	33	31	16	35	49	34	6	45	5	6	6	5	27	11	35	26	29	43	47	2	11	7	
41	34	39	9	26	32	14	28	12	4	0	24	44	37	21	4	25	36	34	11	32	43	21	31	2	41	8	27	11	11	12	47	26	27	8	27	3	10	21	19	29	37	10	33	16	6	9	6	1	13	11	17	29	5	15	22	27	2	31	27	15	47	40	44	26	8	5	39	46	18	23	3	4	15	45	44	46	11	36	31	9	2	36	14	44	36	14	3	10	9	34	17	47	40	37	26	23	10	12	30	
47	43	5	34	5	27	21	14	5	29	24	0	41	4	6	20	23	47	36	11	17	38	38	12	42	38	43	36	37	17	33	23	27	10	47	25	9	48	14	32	35	11	5	22	18	32	27	40	3	5	37	4	7	40	3	17	10	34	5	34	35	28	4	8	17	48	3	14	10	35	49	41	18	34	13	40	10	42	28	21	42	28	41	10	14	2	37	49	11	10	19	4	29	34	29	44	43	6	31	43	
